,product,bigscape_class,genome_id,accn_id,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40,fam_id_0.50,fam_type_0.50,fam_known_compounds_0.50
NZ_WWHE01000001.1.region007,NRPS-like,NRPS,GCF_009862215.1,NZ_WWHE01000001,1917,1917,1917,2175,23,known_family,chloramphenicol,25,known_family,chloramphenicol,29,known_family,chloramphenicol
NZ_WWHE01000001.1.region008,CDPS,Others,GCF_009862215.1,NZ_WWHE01000001,1918,1918,1918,36,10,unknown_family,u_Others_10,14,unknown_family,u_Others_14,17,unknown_family,u_Others_17
NZ_WWHE01000001.1.region009,siderophore,Others,GCF_009862215.1,NZ_WWHE01000001,1919,1919,1919,1919,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_WWHE01000001.1.region010,lassopeptide,RiPPs,GCF_009862215.1,NZ_WWHE01000001,1950,1950,1950,552,29,unknown_family,u_RiPPs_29,31,unknown_family,u_RiPPs_31,34,unknown_family,u_RiPPs_34
NZ_WWHE01000001.1.region011,NRPS-like,NRPS,GCF_009862215.1,NZ_WWHE01000001,1981,1981,1981,2235,13,unknown_family,u_NRPS_13,17,unknown_family,u_NRPS_17,20,unknown_family,u_NRPS_20
NZ_WWHE01000001.1.region012,butyrolactone,Others,GCF_009862215.1,NZ_WWHE01000001,1982,1982,1982,36,24,unknown_family,u_Others_24,26,unknown_family,u_Others_26,30,unknown_family,u_Others_30
NZ_WWHE01000001.1.region013,melanin,Others,GCF_009862215.1,NZ_WWHE01000001,1983,1983,1983,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_WWHE01000001.1.region014,butyrolactone,Others,GCF_009862215.1,NZ_WWHE01000001,2094,2094,2094,2094,11,unknown_family,u_Others_11,15,unknown_family,u_Others_15,18,unknown_family,u_Others_18
NZ_WWHE01000001.1.region015,thiopeptide.LAP,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2239,2239,2239,552,18,unknown_family,u_RiPPs_18,21,unknown_family,u_RiPPs_21,24,unknown_family,u_RiPPs_24
NZ_WWHE01000001.1.region016,T3PKS,PKSother,GCF_009862215.1,NZ_WWHE01000001,2270,2270,2270,,12,unknown_family,u_PKSother_12,16,unknown_family,u_PKSother_16,19,unknown_family,u_PKSother_19
NZ_WWHE01000001.1.region017,siderophore,Others,GCF_009862215.1,NZ_WWHE01000001,2123,2123,2123,36,15,unknown_family,u_Others_15,19,unknown_family,u_Others_19,22,unknown_family,u_Others_22
NZ_WWHE01000001.1.region018,siderophore,Others,GCF_009862215.1,NZ_WWHE01000001,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_WWHE01000001.1.region019,RiPP-like,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2125,2125,2125,552,30,unknown_family,u_RiPPs_30,32,unknown_family,u_RiPPs_32,9,unknown_family,u_RiPPs_9
NZ_WWHE01000001.1.region020,butyrolactone.T2PKS,Others,GCF_009862215.1,NZ_WWHE01000001,2297,2414,2414,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_WWHE01000001.1.region021,NAPAA,NRPS,GCF_009862215.1,NZ_WWHE01000001,2415,2415,2415,2175,27,unknown_family,u_NRPS_27,30,unknown_family,u_NRPS_30,33,unknown_family,u_NRPS_33
NZ_WWHE01000001.1.region022,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_009862215.1,NZ_WWHE01000001,2416,2416,2416,2416,21,unknown_family,u_Others_21,23,unknown_family,u_Others_23,26,unknown_family,u_Others_26
NZ_WWHE01000001.1.region023,terpene,Terpene,GCF_009862215.1,NZ_WWHE01000001,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_WWHE01000001.1.region024,lanthipeptide-class-iii,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2418,2418,2418,2418,19,unknown_family,u_RiPPs_19,22,unknown_family,u_RiPPs_22,25,unknown_family,u_RiPPs_25
NZ_WWHE01000001.1.region025,RiPP-like,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2131,2131,2131,552,28,unknown_family,u_RiPPs_28,13,unknown_family,u_RiPPs_13,16,unknown_family,u_RiPPs_16
NZ_WWHE01000001.1.region026,T2PKS,PKSother,GCF_009862215.1,NZ_WWHE01000001,2420,2163,2420,,16,known_family,BE-24566B;spore pigment;BE-24566B;zunyimycin A;curamycin,10,known_family,arixanthomycin A;arixanthomycin B;arixanthomycin C;BE-24566B;formicamycins A-M;pradimicin-A;spore pigment;BE-24566B;zunyimycin A;curamycin,3,known_family,erdacin;spore pigment;aranciamycin;curamycin;granaticin;huanglongmycin A;huanglongmycin B;huanglongmycin C;actinorhodin;kinamycin;naphtocyclinone;pradimicin-A;spore pigment;auricin;jadomycin;griseusin;fluostatin;granaticin;rabelomycin;dehydrorabelomycin;fluostatin F;fluostatin G;fluostatin H;frigocyclinone;oviedomycin;BE-7585A;paramagnetoquinone 1;paramagnetoquinone 2;arixanthomycin A;arixanthomycin B;arixanthomycin C;kiamycin;TLN-05220;fluostatins M-Q;BE-24566B;lugdunomycin;setomimycin;mayamycin;julichrome Q3-3;julichrome Q3-5;formicamycins A-M;anthrabenzoxocinone;BE-24566B;zunyimycin A;gilvocarcin V;oviedomycin
NZ_WWHE01000001.1.region027,melanin,Others,GCF_009862215.1,NZ_WWHE01000001,2421,2421,2421,2421,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_WWHE01000001.1.region028,NRPS,NRPS,GCF_009862215.1,NZ_WWHE01000001,2422,2422,2422,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_WWHE01000001.1.region029,terpene,Terpene,GCF_009862215.1,NZ_WWHE01000001,2423,2423,2423,,31,unknown_family,u_Terpene_31,33,unknown_family,u_Terpene_33,21,known_family,2-methylisoborneol
NZ_WWHE01000001.1.region030,T3PKS,PKSother,GCF_009862215.1,NZ_WWHE01000001,2136,2136,2136,,38,unknown_family,u_PKSother_38,40,unknown_family,u_PKSother_40,39,unknown_family,u_PKSother_39
NZ_WWHE01000001.1.region031,NRPS.terpene,Others,GCF_009862215.1,NZ_WWHE01000001,2079,2079,2079,36,25,unknown_family,u_Others_25,27,unknown_family,u_Others_27,31,unknown_family,u_Others_31
NZ_JAAMPB010000001.1.region001,melanin,Others,GCF_011758705.1,c00001_NZ_JAAM..,2332,2332,2332,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_JAAMPB010000001.1.region002,phenazine.NRPS,Others,GCF_011758705.1,c00001_NZ_JAAM..,2012,2012,2012,36,33,unknown_family,u_Others_33,35,unknown_family,u_Others_35,12,known_family,"furaquinocin B;napyradiomycin A80915C;lomofungin;napyradiomycin;pyocyanine;streptophenazine B;streptophenazine C;streptophenazine F;streptophenazine G;streptophenazine H;merochlorin A;merochlorin B;deschloro-merochlorin A;deschloro-merochlorin B;isochloro-merochlorin B;dichloro-merochlorin B;merochlorin D;merochlorin C;marinophenazine A;phenaziterpene A;endophenazine A;endophenazine B;5-acetyl-5,10-dihydrophenazine-1-carboxylic acid;5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid;endophenazine A1;endophenazine F;endophenazine G"
NZ_JAAMPB010000001.1.region003,NRPS.RRE-containing.T1PKS,Others,GCF_011758705.1,c00001_NZ_JAAM..,2011,2011,2011,36,35,unknown_family,u_Others_35,37,unknown_family,u_Others_37,36,unknown_family,u_Others_36
NZ_JAAMPB010000001.1.region004,siderophore,Others,GCF_011758705.1,c00001_NZ_JAAM..,2010,2010,2010,2010,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_JAAMPB010000002.1.region001,melanin,Others,GCF_011758705.1,c00002_NZ_JAAM..,2205,2205,2205,2205,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_JAAMPB010000002.1.region002,NRPS,NRPS,GCF_011758705.1,c00002_NZ_JAAM..,2023,2206,2206,2175,45,unknown_family,u_NRPS_45,42,unknown_family,u_NRPS_42,41,unknown_family,u_NRPS_41
NZ_JAAMPB010000002.1.region003,terpene,Terpene,GCF_011758705.1,c00002_NZ_JAAM..,2207,2207,2207,,42,unknown_family,u_Terpene_42,44,unknown_family,u_Terpene_44,43,unknown_family,u_Terpene_43
NZ_JAAMPB010000002.1.region004,nucleoside,Others,GCF_011758705.1,c00002_NZ_JAAM..,2326,2326,2326,36,48,unknown_family,u_Others_48,50,unknown_family,u_Others_50,47,unknown_family,u_Others_47
NZ_JAAMPB010000002.1.region005,terpene,Terpene,GCF_011758705.1,c00002_NZ_JAAM..,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_JAAMPB010000002.1.region006,butyrolactone.furan,Others,GCF_011758705.1,c00002_NZ_JAAM..,2324,2324,2324,36,37,unknown_family,u_Others_37,39,unknown_family,u_Others_39,38,unknown_family,u_Others_38
NZ_JAAMPB010000002.1.region007,T2PKS.oligosaccharide,Others,GCF_011758705.1,c00002_NZ_JAAM..,2323,2323,2032,36,34,unknown_family,u_Others_34,36,unknown_family,u_Others_36,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_JAAMPB010000002.1.region008,NRPS.butyrolactone,Others,GCF_011758705.1,c00002_NZ_JAAM..,2322,2322,2033,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_JAAMPB010000002.1.region009,terpene,Terpene,GCF_011758705.1,c00002_NZ_JAAM..,2034,2034,2321,,40,unknown_family,u_Terpene_40,9,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid,13,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid
NZ_JAAMPB010000002.1.region010,RiPP-like,RiPPs,GCF_011758705.1,c00002_NZ_JAAM..,2015,2015,2015,552,9,unknown_family,u_RiPPs_9,11,unknown_family,u_RiPPs_11,9,unknown_family,u_RiPPs_9
NZ_JAAMPB010000003.1.region001,T1PKS,PKSI,GCF_011758705.1,c00003_NZ_JAAM..,2041,2041,2041,,32,unknown_family,u_PKSI_32,34,unknown_family,u_PKSI_34,35,unknown_family,u_PKSI_35
NZ_JAAMPB010000003.1.region002,LAP,RiPPs,GCF_011758705.1,c00003_NZ_JAAM..,2008,2008,2008,552,76,unknown_family,u_RiPPs_76,76,unknown_family,u_RiPPs_76,67,unknown_family,u_RiPPs_67
NZ_JAAMPB010000003.1.region003,terpene.T2PKS,Others,GCF_011758705.1,c00003_NZ_JAAM..,2042,2042,2042,36,36,unknown_family,u_Others_36,38,unknown_family,u_Others_38,37,unknown_family,u_Others_37
NZ_JAAMPB010000003.1.region004,NRPS,NRPS,GCF_011758705.1,c00003_NZ_JAAM..,2043,2043,2043,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_JAAMPB010000003.1.region005,terpene,Terpene,GCF_011758705.1,c00003_NZ_JAAM..,2044,2044,2044,,41,unknown_family,u_Terpene_41,43,unknown_family,u_Terpene_43,42,unknown_family,u_Terpene_42
NZ_JAAMPB010000003.1.region006,ectoine,Others,GCF_011758705.1,c00003_NZ_JAAM..,2045,2045,2045,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_JAAMPB010000003.1.region007,NRPS,NRPS,GCF_011758705.1,c00003_NZ_JAAM..,2046,2046,2046,2175,39,unknown_family,u_NRPS_39,41,unknown_family,u_NRPS_41,40,unknown_family,u_NRPS_40
NZ_JAAMPB010000004.1.region001,terpene,Terpene,GCF_011758705.1,c00004_NZ_JAAM..,2365,2365,2365,,43,unknown_family,u_Terpene_43,45,unknown_family,u_Terpene_45,44,unknown_family,u_Terpene_44
NZ_JAAMPB010000007.1.region001,terpene,Terpene,GCF_011758705.1,c00007_NZ_JAAM..,2047,2047,2047,,44,unknown_family,u_Terpene_44,46,unknown_family,u_Terpene_46,45,unknown_family,u_Terpene_45
NZ_BNBE01000001.1.region001,ectoine,Others,GCF_014654895.1,NZ_BNBE01000001,2389,2389,2389,36,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_BNBE01000001.1.region002,butyrolactone.T2PKS.T1PKS,Others,GCF_014654895.1,NZ_BNBE01000001,2390,1943,2390,36,58,unknown_family,u_Others_58,51,known_family,prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_BNBE01000001.1.region003,butyrolactone,Others,GCF_014654895.1,NZ_BNBE01000001,2297,2264,2033,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_BNBE01000001.1.region004,RiPP-like,RiPPs,GCF_014654895.1,NZ_BNBE01000001,2015,2015,2015,552,9,unknown_family,u_RiPPs_9,11,unknown_family,u_RiPPs_11,9,unknown_family,u_RiPPs_9
NZ_BNBE01000001.1.region005,NRPS.NRPS-like.T2PKS.LAP,Others,GCF_014654895.1,NZ_BNBE01000001,2393,2393,2393,36,54,unknown_family,u_Others_54,56,unknown_family,u_Others_56,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_BNBE01000001.1.region006,siderophore,Others,GCF_014654895.1,NZ_BNBE01000001,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_BNBE01000001.1.region007,T3PKS,PKSother,GCF_014654895.1,NZ_BNBE01000001,2270,2270,2270,,12,unknown_family,u_PKSother_12,16,unknown_family,u_PKSother_16,19,unknown_family,u_PKSother_19
NZ_BNBE01000001.1.region008,melanin,Others,GCF_014654895.1,NZ_BNBE01000001,1983,1983,1983,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_BNBE01000001.1.region009,lassopeptide,RiPPs,GCF_014654895.1,NZ_BNBE01000001,1950,1950,1950,552,29,unknown_family,u_RiPPs_29,31,unknown_family,u_RiPPs_31,34,unknown_family,u_RiPPs_34
NZ_BNBE01000001.1.region010,siderophore,Others,GCF_014654895.1,NZ_BNBE01000001,2010,2010,2010,2010,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_BNBE01000001.1.region011,NRPS-like,NRPS,GCF_014654895.1,NZ_BNBE01000001,1952,1952,1952,2175,69,unknown_family,u_NRPS_69,69,unknown_family,u_NRPS_69,62,unknown_family,u_NRPS_62
NZ_BNBE01000002.1.region001,guanidinotides,RiPPs,GCF_014654895.1,NZ_BNBE01000002,1953,1953,1953,552,125,unknown_family,u_RiPPs_125,114,unknown_family,u_RiPPs_114,104,unknown_family,u_RiPPs_104
NZ_BNBE01000002.1.region002,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000002,1954,1954,1954,,140,unknown_family,u_Terpene_140,125,unknown_family,u_Terpene_125,115,unknown_family,u_Terpene_115
NZ_BNBE01000002.1.region003,lanthipeptide-class-iii,RiPPs,GCF_014654895.1,NZ_BNBE01000002,2370,2370,2370,552,75,unknown_family,u_RiPPs_75,75,unknown_family,u_RiPPs_75,66,unknown_family,u_RiPPs_66
NZ_BNBE01000002.1.region004,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_014654895.1,NZ_BNBE01000002,1613,949,949,,49,known_family,pactamides,29,known_family,frontalamide B;SGR PTMs;heat-stable antifungal factor;pactamides,27,known_family,frontalamide B;clifednamide A;SGR PTMs;heat-stable antifungal factor;pactamides
NZ_BNBE01000002.1.region005,NRPS,NRPS,GCF_014654895.1,NZ_BNBE01000002,2372,2372,2372,2175,70,unknown_family,u_NRPS_70,70,unknown_family,u_NRPS_70,63,unknown_family,u_NRPS_63
NZ_BNBE01000002.1.region006,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000002,2373,2109,2109,,80,unknown_family,u_Terpene_80,12,unknown_family,u_Terpene_12,15,unknown_family,u_Terpene_15
NZ_BNBE01000002.1.region007,RiPP-like,RiPPs,GCF_014654895.1,NZ_BNBE01000002,2374,1959,1959,552,74,unknown_family,u_RiPPs_74,13,unknown_family,u_RiPPs_13,16,unknown_family,u_RiPPs_16
NZ_BNBE01000002.1.region008,ectoine,Others,GCF_014654895.1,NZ_BNBE01000002,2389,2389,2389,36,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_BNBE01000002.1.region009,betalactone,Others,GCF_014654895.1,NZ_BNBE01000002,2376,2275,2275,36,61,unknown_family,u_Others_61,52,unknown_family,u_Others_52,49,unknown_family,u_Others_49
NZ_BNBE01000002.1.region010,butyrolactone,Others,GCF_014654895.1,NZ_BNBE01000002,2377,2377,2377,36,53,unknown_family,u_Others_53,55,unknown_family,u_Others_55,52,unknown_family,u_Others_52
NZ_BNBE01000002.1.region011,arylpolyene.NRPS-like.terpene,Others,GCF_014654895.1,NZ_BNBE01000002,1963,1963,1963,36,93,unknown_family,u_Others_93,88,unknown_family,u_Others_88,78,unknown_family,u_Others_78
NZ_BNBE01000002.1.region012,nucleoside,Others,GCF_014654895.1,NZ_BNBE01000002,1964,1964,1964,36,89,unknown_family,u_Others_89,84,unknown_family,u_Others_84,74,unknown_family,u_Others_74
NZ_BNBE01000003.1.region001,lassopeptide,RiPPs,GCF_014654895.1,NZ_BNBE01000003,1965,1965,1965,552,126,unknown_family,u_RiPPs_126,115,unknown_family,u_RiPPs_115,105,unknown_family,u_RiPPs_105
NZ_BNBE01000004.1.region001,lanthipeptide-class-iv,RiPPs,GCF_014654895.1,NZ_BNBE01000004,2384,2384,2384,552,73,unknown_family,u_RiPPs_73,73,unknown_family,u_RiPPs_73,14,known_family,venezuelin
NZ_BNBE01000004.1.region002,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000004,2385,2385,2385,,81,unknown_family,u_Terpene_81,78,unknown_family,u_Terpene_78,69,unknown_family,u_Terpene_69
NZ_BNBE01000004.1.region003,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000004,1968,2386,627,,82,unknown_family,u_Terpene_82,47,known_family,2-methylisoborneol,21,known_family,2-methylisoborneol
NZ_BNBE01000004.1.region004,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000004,1969,633,633,,77,unknown_family,u_Terpene_77,9,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid,13,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid
NZ_BNBE01000005.1.region001,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000005,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_CP059991.1.region001,NRPS-like,NRPS,GCF_015710995.1,NZ_CP059991.1,2169,2169,2169,2175,114,unknown_family,u_NRPS_114,106,unknown_family,u_NRPS_106,96,unknown_family,u_NRPS_96
NZ_CP059991.1.region002,terpene,Terpene,GCF_015710995.1,NZ_CP059991.1,2170,2170,2170,,132,unknown_family,u_Terpene_132,79,unknown_family,u_Terpene_79,70,unknown_family,u_Terpene_70
NZ_CP059991.1.region003,ectoine,Others,GCF_015710995.1,NZ_CP059991.1,2045,2045,2045,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_CP059991.1.region004,terpene.T2PKS,Others,GCF_015710995.1,NZ_CP059991.1,2172,2172,2172,36,96,unknown_family,u_Others_96,90,unknown_family,u_Others_90,80,unknown_family,u_Others_80
NZ_CP059991.1.region005,T3PKS.terpene,Others,GCF_015710995.1,NZ_CP059991.1,2173,2173,2173,36,95,unknown_family,u_Others_95,89,unknown_family,u_Others_89,79,unknown_family,u_Others_79
NZ_CP059991.1.region006,RiPP-like,RiPPs,GCF_015710995.1,NZ_CP059991.1,2174,2174,2174,552,52,unknown_family,u_RiPPs_52,13,unknown_family,u_RiPPs_13,16,unknown_family,u_RiPPs_16
NZ_CP059991.1.region007,NRPS,NRPS,GCF_015710995.1,NZ_CP059991.1,2175,2175,2175,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_CP059991.1.region008,NRPS.lanthipeptide-class-iv,Others,GCF_015710995.1,NZ_CP059991.1,2176,2176,2176,36,86,unknown_family,u_Others_86,82,unknown_family,u_Others_82,72,unknown_family,u_Others_72
NZ_CP059991.1.region009,T3PKS,PKSother,GCF_015710995.1,NZ_CP059991.1,2177,2177,2177,,102,unknown_family,u_PKSother_102,96,unknown_family,u_PKSother_96,86,unknown_family,u_PKSother_86
NZ_CP059991.1.region010,indole,Others,GCF_015710995.1,NZ_CP059991.1,2178,2073,2073,36,88,unknown_family,u_Others_88,60,unknown_family,u_Others_60,54,unknown_family,u_Others_54
NZ_CP059991.1.region011,CDPS,Others,GCF_015710995.1,NZ_CP059991.1,1918,1918,1918,36,10,unknown_family,u_Others_10,14,unknown_family,u_Others_14,17,unknown_family,u_Others_17
NZ_CP059991.1.region012,RRE-containing.T2PKS.T1PKS.PKS-like,Others,GCF_015710995.1,NZ_CP059991.1,2180,2180,2070,36,56,unknown_family,u_Others_56,58,unknown_family,u_Others_58,48,known_family,branched-chain fatty acids
NZ_CP059991.1.region013,lanthipeptide-class-i,RiPPs,GCF_015710995.1,NZ_CP059991.1,2181,2181,2181,552,118,unknown_family,u_RiPPs_118,110,unknown_family,u_RiPPs_110,100,unknown_family,u_RiPPs_100
NZ_CP059991.1.region014,siderophore,Others,GCF_015710995.1,NZ_CP059991.1,1919,1919,1919,1919,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_CP059991.1.region015,LAP.thiopeptide,RiPPs,GCF_015710995.1,NZ_CP059991.1,2068,2068,2068,552,72,unknown_family,u_RiPPs_72,72,unknown_family,u_RiPPs_72,65,unknown_family,u_RiPPs_65
NZ_CP059991.1.region016,NRPS,NRPS,GCF_015710995.1,NZ_CP059991.1,2184,2184,2184,2175,113,unknown_family,u_NRPS_113,105,unknown_family,u_NRPS_105,95,unknown_family,u_NRPS_95
NZ_CP059991.1.region017,cyanobactin,RiPPs,GCF_015710995.1,NZ_CP059991.1,2185,2185,2185,552,121,unknown_family,u_RiPPs_121,111,unknown_family,u_RiPPs_111,101,unknown_family,u_RiPPs_101
NZ_CP059991.1.region018,NRPS-like,NRPS,GCF_015710995.1,NZ_CP059991.1,2235,2235,2235,2235,13,unknown_family,u_NRPS_13,17,unknown_family,u_NRPS_17,20,unknown_family,u_NRPS_20
NZ_CP059991.1.region019,T1PKS,PKSI,GCF_015710995.1,NZ_CP059991.1,2065,2065,89,,46,known_family,methymycin,48,known_family,methymycin,2,known_family,"piericidin A1;actinoallolide A;aldgamycin J;aldgamycin K;aldgamycin P;aldgamycin E;10,11-dihydro-8-deoxy-12,13-deepoxy-12,13-dihydrochalcomycin;ebelactone A;ebelactone B;mycinamicin II;griseochelin;spirangien O;FD-891;linfuranone B;linfuranone C;angolamycin;tylactone;nystatin;monensin;oligomycin;pladienolide B;E-837;tylactone;methymycin;rosamicin;salinipyrone A;pacificanone A;piericidin A1;midecamycin;laidlomycin;lasalocid;halstoctacosanolide A;niddamycin;nanchangmycin;azalomycin F3a;nystatin A1;monensin;chalcomycin A;niphimycins C-E;piericidin A1;nystatin-like Pseudonocardia polyene;pentamycin;JBIR-100;nigericin;selvamicin;lasalocid;filipin;lasalocid;LL-F28249α"
NZ_CP059991.1.region020,melanin,Others,GCF_015710995.1,NZ_CP059991.1,1983,1983,1983,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_CP059991.1.region021,other,Others,GCF_015710995.1,NZ_CP059991.1,2238,2238,2238,2238,11,unknown_family,u_Others_11,15,unknown_family,u_Others_15,18,unknown_family,u_Others_18
NZ_CP059991.1.region022,siderophore,Others,GCF_015710995.1,NZ_CP059991.1,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
