,product,bigscape_class,genome_id,accn_id,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,bigslice_query,gtdb_release,Domain,Phylum,Class,Order,Family,Genus,Species,Organism,on_contig_edge,length_nt
NZ_CP029194.1.region007,melanin.lanthipeptide-class-ii,Others,GCF_008642375.1,NZ_CP029194.1,2421.0,2421.0,2421.0,2421.0,7.0,unknown_family,u_Others_7,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,22850.0
NZ_CP029194.1.region008,terpene,Terpene,GCF_008642375.1,NZ_CP029194.1,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,25715.0
NZ_CP029194.1.region009,transAT-PKS-like.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_008642375.1,NZ_CP029194.1,2057.0,2057.0,2057.0,,64.0,unknown_family,u_PKS-NRP_Hybrids_64,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,48831.0
NZ_CP029194.1.region010,butyrolactone,Others,GCF_008642375.1,NZ_CP029194.1,2297.0,2264.0,2033.0,36.0,4.0,unknown_family,u_Others_4,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,10951.0
NZ_CP029194.1.region011,RiPP-like,RiPPs,GCF_008642375.1,NZ_CP029194.1,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,9789.0
NZ_CP029194.1.region012,T2PKS.oligosaccharide,Others,GCF_008642375.1,NZ_CP029194.1,2060.0,2060.0,2390.0,36.0,84.0,unknown_family,u_Others_84,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,92873.0
NZ_CP029194.1.region013,siderophore,Others,GCF_008642375.1,NZ_CP029194.1,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,12609.0
NZ_CP029194.1.region014,T3PKS,PKSother,GCF_008642375.1,NZ_CP029194.1,2270.0,2270.0,2270.0,,12.0,unknown_family,u_PKSother_12,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,37398.0
NZ_CP029194.1.region015,other,Others,GCF_008642375.1,NZ_CP029194.1,2238.0,2238.0,2238.0,2238.0,11.0,unknown_family,u_Others_11,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,41107.0
NZ_CP029194.1.region016,melanin,Others,GCF_008642375.1,NZ_CP029194.1,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,10414.0
NZ_CP029194.1.region017,T1PKS,PKSI,GCF_008642375.1,NZ_CP029194.1,2065.0,2065.0,89.0,,46.0,known_family,methymycin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,73399.0
NZ_CP029194.1.region018,NRPS-like,NRPS,GCF_008642375.1,NZ_CP029194.1,2235.0,2235.0,2235.0,2235.0,13.0,unknown_family,u_NRPS_13,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,43211.0
NZ_CP029194.1.region019,RRE-containing,RiPPs,GCF_008642375.1,NZ_CP029194.1,2067.0,2067.0,2067.0,552.0,128.0,unknown_family,u_RiPPs_128,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,20128.0
NZ_CP029194.1.region020,LAP.thiopeptide,RiPPs,GCF_008642375.1,NZ_CP029194.1,2068.0,2068.0,2068.0,552.0,72.0,unknown_family,u_RiPPs_72,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,30057.0
NZ_CP029194.1.region021,siderophore,Others,GCF_008642375.1,NZ_CP029194.1,2010.0,2010.0,2010.0,2010.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,11785.0
NZ_CP029194.1.region022,PKS-like.RRE-containing.T1PKS,Others,GCF_008642375.1,NZ_CP029194.1,2180.0,2180.0,2070.0,36.0,56.0,unknown_family,u_Others_56,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,63964.0
NZ_CP029194.1.region023,CDPS,Others,GCF_008642375.1,NZ_CP029194.1,1918.0,1918.0,1918.0,36.0,10.0,unknown_family,u_Others_10,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,20729.0
NZ_CP029194.1.region024,T3PKS.T1PKS,PKSother,GCF_008642375.1,NZ_CP029194.1,2072.0,2072.0,2072.0,,99.0,unknown_family,u_PKSother_99,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,104384.0
NZ_CP029194.1.region025,indole,Others,GCF_008642375.1,NZ_CP029194.1,2073.0,2073.0,2073.0,36.0,83.0,unknown_family,u_Others_83,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,23294.0
NZ_CP029194.1.region026,lanthipeptide-class-iv,RiPPs,GCF_008642375.1,NZ_CP029194.1,2074.0,2399.0,2399.0,552.0,119.0,unknown_family,u_RiPPs_119,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,22739.0
NZ_CP029194.1.region027,NRPS.RiPP-like,Others,GCF_008642375.1,NZ_CP029194.1,2075.0,2075.0,2075.0,36.0,97.0,unknown_family,u_Others_97,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,63779.0
NZ_CP029194.1.region028,terpene,Terpene,GCF_008642375.1,NZ_CP029194.1,2109.0,2109.0,2109.0,,14.0,unknown_family,u_Terpene_14,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,21611.0
NZ_CP029194.1.region029,ectoine.terpene,Others,GCF_008642375.1,NZ_CP029194.1,1911.0,1911.0,1911.0,2045.0,2.0,known_family,ectoine,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,23303.0
NZ_CP029194.1.region030,terpene,Terpene,GCF_008642375.1,NZ_CP029194.1,2078.0,2170.0,2170.0,,130.0,unknown_family,u_Terpene_130,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,21293.0
NZ_CP029195.1.region001,NRPS.terpene,Others,GCF_008705255.1,NZ_CP029195.1,2079.0,2079.0,2079.0,36.0,25.0,unknown_family,u_Others_25,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41900.0
NZ_CP029195.1.region002,terpene,Terpene,GCF_008705255.1,NZ_CP029195.1,2423.0,2423.0,2423.0,,31.0,unknown_family,u_Terpene_31,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20022.0
NZ_CP029195.1.region003,NRPS,NRPS,GCF_008705255.1,NZ_CP029195.1,2422.0,2422.0,2422.0,2175.0,8.0,unknown_family,u_NRPS_8,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,52581.0
NZ_CP029195.1.region004,melanin,Others,GCF_008705255.1,NZ_CP029195.1,2421.0,2421.0,2421.0,2421.0,7.0,unknown_family,u_Others_7,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,9435.0
NZ_CP029195.1.region005,RiPP-like,RiPPs,GCF_008705255.1,NZ_CP029195.1,2131.0,2131.0,2131.0,552.0,28.0,unknown_family,u_RiPPs_28,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,8969.0
NZ_CP029195.1.region006,lanthipeptide-class-iii,RiPPs,GCF_008705255.1,NZ_CP029195.1,2418.0,2418.0,2418.0,2418.0,19.0,unknown_family,u_RiPPs_19,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22628.0
NZ_CP029195.1.region007,terpene,Terpene,GCF_008705255.1,NZ_CP029195.1,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,25319.0
NZ_CP029195.1.region008,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_008705255.1,NZ_CP029195.1,2416.0,2416.0,2416.0,2416.0,21.0,unknown_family,u_Others_21,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,121897.0
NZ_CP029195.1.region009,NAPAA,NRPS,GCF_008705255.1,NZ_CP029195.1,2415.0,2415.0,2415.0,2175.0,27.0,unknown_family,u_NRPS_27,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,33903.0
NZ_CP029195.1.region010,butyrolactone.T2PKS,Others,GCF_008705255.1,NZ_CP029195.1,2297.0,2414.0,2414.0,36.0,4.0,unknown_family,u_Others_4,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,72483.0
NZ_CP029195.1.region011,RiPP-like,RiPPs,GCF_008705255.1,NZ_CP029195.1,2125.0,2125.0,2125.0,552.0,30.0,unknown_family,u_RiPPs_30,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,11401.0
NZ_CP029195.1.region012,siderophore,Others,GCF_008705255.1,NZ_CP029195.1,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,13568.0
NZ_CP029195.1.region013,siderophore,Others,GCF_008705255.1,NZ_CP029195.1,2123.0,2123.0,2123.0,36.0,15.0,unknown_family,u_Others_15,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,12518.0
NZ_CP029195.1.region014,T3PKS,PKSother,GCF_008705255.1,NZ_CP029195.1,2270.0,2270.0,2270.0,,12.0,unknown_family,u_PKSother_12,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,38320.0
NZ_CP029195.1.region015,LAP.thiopeptide,RiPPs,GCF_008705255.1,NZ_CP029195.1,2239.0,2239.0,2239.0,552.0,18.0,unknown_family,u_RiPPs_18,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,33431.0
NZ_CP029195.1.region016,butyrolactone,Others,GCF_008705255.1,NZ_CP029195.1,2094.0,2094.0,2094.0,2094.0,11.0,unknown_family,u_Others_11,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41107.0
NZ_CP029195.1.region017,melanin,Others,GCF_008705255.1,NZ_CP029195.1,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10411.0
NZ_CP029195.1.region018,butyrolactone,Others,GCF_008705255.1,NZ_CP029195.1,1982.0,1982.0,1982.0,36.0,24.0,unknown_family,u_Others_24,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,11038.0
NZ_CP029195.1.region019,NRPS-like,NRPS,GCF_008705255.1,NZ_CP029195.1,1981.0,1981.0,1981.0,2235.0,13.0,unknown_family,u_NRPS_13,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,42123.0
NZ_CP029195.1.region020,lassopeptide,RiPPs,GCF_008705255.1,NZ_CP029195.1,1950.0,1950.0,1950.0,552.0,29.0,unknown_family,u_RiPPs_29,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22360.0
NZ_CP029195.1.region021,siderophore,Others,GCF_008705255.1,NZ_CP029195.1,1919.0,1919.0,1919.0,1919.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,11779.0
NZ_CP029195.1.region022,CDPS,Others,GCF_008705255.1,NZ_CP029195.1,1918.0,1918.0,1918.0,36.0,10.0,unknown_family,u_Others_10,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20726.0
NZ_CP029195.1.region023,NRPS-like,NRPS,GCF_008705255.1,NZ_CP029195.1,1917.0,1917.0,1917.0,2175.0,23.0,known_family,chloramphenicol,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,42310.0
NZ_CP029195.1.region024,indole,Others,GCF_008705255.1,NZ_CP029195.1,2143.0,2143.0,2143.0,36.0,26.0,unknown_family,u_Others_26,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,23207.0
NZ_CP029195.1.region025,lanthipeptide-class-iv,RiPPs,GCF_008705255.1,NZ_CP029195.1,2399.0,2399.0,2399.0,552.0,17.0,known_family,venezuelin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22901.0
NZ_CP029195.1.region026,terpene.lanthipeptide-class-ii,Others,GCF_008705255.1,NZ_CP029195.1,2111.0,2111.0,2111.0,36.0,20.0,unknown_family,u_Others_20,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,29483.0
NZ_CP029195.1.region027,T3PKS.NRPS.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_008705255.1,NZ_CP029195.1,1913.0,1913.0,1913.0,,22.0,known_family,venemycin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,98313.0
NZ_CP029195.1.region028,terpene,Terpene,GCF_008705255.1,NZ_CP029195.1,2109.0,2109.0,2109.0,,14.0,unknown_family,u_Terpene_14,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22187.0
NZ_CP029195.1.region029,ectoine,Others,GCF_008705255.1,NZ_CP029195.1,1911.0,1911.0,1911.0,2045.0,2.0,known_family,ectoine,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10417.0
NZ_CP023693.1.region001,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2047.0,2047.0,2047.0,,44.0,unknown_family,u_Terpene_44,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,20606.0
NZ_CP023693.1.region002,NRPS,NRPS,GCF_009299385.1,NZ_CP023693.1,2046.0,2046.0,2046.0,2175.0,39.0,unknown_family,u_NRPS_39,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,60341.0
NZ_CP023693.1.region003,ectoine,Others,GCF_009299385.1,NZ_CP023693.1,2045.0,2045.0,2045.0,2045.0,2.0,known_family,ectoine,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,10438.0
NZ_CP023693.1.region004,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2044.0,2044.0,2044.0,,41.0,unknown_family,u_Terpene_41,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,21034.0
NZ_CP023693.1.region005,NRPS,NRPS,GCF_009299385.1,NZ_CP023693.1,2043.0,2043.0,2043.0,2175.0,8.0,unknown_family,u_NRPS_8,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,96814.0
NZ_CP023693.1.region006,terpene.T2PKS,Others,GCF_009299385.1,NZ_CP023693.1,2042.0,2042.0,2042.0,36.0,36.0,unknown_family,u_Others_36,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,69107.0
NZ_CP023693.1.region007,LAP,RiPPs,GCF_009299385.1,NZ_CP023693.1,2008.0,2008.0,2008.0,552.0,76.0,unknown_family,u_RiPPs_76,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,22918.0
NZ_CP023693.1.region008,T1PKS,PKSI,GCF_009299385.1,NZ_CP023693.1,2041.0,2041.0,2041.0,,32.0,unknown_family,u_PKSI_32,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,95964.0
NZ_CP023693.1.region009,siderophore,Others,GCF_009299385.1,NZ_CP023693.1,2010.0,2010.0,2010.0,2010.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,10887.0
NZ_CP023693.1.region010,NRPS.RRE-containing.T1PKS,Others,GCF_009299385.1,NZ_CP023693.1,2011.0,2011.0,2011.0,36.0,35.0,unknown_family,u_Others_35,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,68009.0
NZ_CP023693.1.region011,phenazine.NRPS,Others,GCF_009299385.1,NZ_CP023693.1,2012.0,2012.0,2012.0,36.0,33.0,unknown_family,u_Others_33,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,71387.0
NZ_CP023693.1.region012,melanin,Others,GCF_009299385.1,NZ_CP023693.1,2332.0,2332.0,2332.0,36.0,3.0,unknown_family,u_Others_3,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,9205.0
NZ_CP023693.1.region013,siderophore,Others,GCF_009299385.1,NZ_CP023693.1,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,15165.0
NZ_CP023693.1.region014,RiPP-like,RiPPs,GCF_009299385.1,NZ_CP023693.1,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,11437.0
NZ_CP023693.1.region015,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2034.0,2034.0,2321.0,,40.0,unknown_family,u_Terpene_40,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,23953.0
NZ_CP023693.1.region016,NRPS.butyrolactone,Others,GCF_009299385.1,NZ_CP023693.1,2322.0,2322.0,2033.0,36.0,4.0,unknown_family,u_Others_4,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,54204.0
NZ_CP023693.1.region017,T2PKS.oligosaccharide,Others,GCF_009299385.1,NZ_CP023693.1,2323.0,2323.0,2032.0,36.0,34.0,unknown_family,u_Others_34,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,72489.0
NZ_CP023693.1.region018,butyrolactone.furan,Others,GCF_009299385.1,NZ_CP023693.1,2324.0,2324.0,2324.0,36.0,37.0,unknown_family,u_Others_37,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,27285.0
NZ_CP023693.1.region019,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,25204.0
NZ_CP023693.1.region020,nucleoside,Others,GCF_009299385.1,NZ_CP023693.1,2326.0,2326.0,2326.0,36.0,48.0,unknown_family,u_Others_48,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,20390.0
NZ_CP023693.1.region021,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2207.0,2207.0,2207.0,,42.0,unknown_family,u_Terpene_42,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,19853.0
NZ_CP023693.1.region022,NRPS,NRPS,GCF_009299385.1,NZ_CP023693.1,2023.0,2206.0,2206.0,2175.0,45.0,unknown_family,u_NRPS_45,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,64880.0
NZ_CP023693.1.region023,melanin,Others,GCF_009299385.1,NZ_CP023693.1,2205.0,2205.0,2205.0,2205.0,7.0,unknown_family,u_Others_7,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,10390.0
NZ_CP023693.1.region024,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2365.0,2365.0,2365.0,,43.0,unknown_family,u_Terpene_43,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,20954.0
